year;week;epid;season;t_inc;yearweek
2017;45;0;2018;22;201745
2017;46;0;2018;21;201746
2017;47;0;2018;38;201747
2017;48;0;2018;58;201748
2017;49;0;2018;98;201749
2017;50;1;2018;199;201750
2017;51;1;2018;352;201751
2017;52;1;2018;459;201752
2018;1;1;2018;358;201801
2018;2;1;2018;302;201802
2018;3;1;2018;271;201803
2018;4;1;2018;267;201804
2018;5;1;2018;240;201805
2018;6;1;2018;211;201806
2018;7;1;2018;215;201807
2018;8;1;2018;201;201808
2018;9;1;2018;165;201809
2018;10;1;2018;142;201810
2018;11;0;2018;99;201811
2018;12;0;2018;79;201812
2018;13;0;2018;50;201813
2018;14;0;2018;35;201814
2018;15;0;2018;25;201815
2018;16;0;2018;7;201816
2018;17;0;2018;4;201817
2018;18;0;2018;5;201818
2018;19;0;2018;2;201819
2018;20;0;2018;4;201820
2018;21;0;2018;4;201821
2018;22;0;2018;5;201822
2018;23;0;2018;2;201823
2018;24;0;2018;5;201824
2018;25;0;2018;7;201825
2018;26;0;2018;6;201826
2018;27;0;2018;5;201827
2018;28;0;2019;3;201828
2018;29;0;2019;3;201829
2018;30;0;2019;3;201830
2018;31;0;2019;3;201831
2018;32;0;2019;3;201832
2018;33;0;2019;0;201833
2018;34;0;2019;2;201834
2018;35;0;2019;2;201835
2018;36;0;2019;5;201836
2018;37;0;2019;7;201837
2018;38;0;2019;9;201838
2018;39;0;2019;11;201839
2018;40;0;2019;11;201840
2018;41;0;2019;12;201841
2018;42;0;2019;12;201842
2018;43;0;2019;10;201843
2018;44;0;2019;10;201844
2018;45;0;2019;17;201845
2018;46;0;2019;17;201846
2018;47;0;2019;24;201847
2018;48;0;2019;30;201848
2018;49;0;2019;30;201849
2018;50;0;2019;42;201850
2018;51;0;2019;60;201851
2018;52;0;2019;58;201852
2019;1;0;2019;76;201901
2019;2;0;2019;115;201902
2019;3;0;2019;223;201903
2019;4;0;2019;366;201904
2019;5;0;2019;540;201905
2019;6;0;2019;599;201906
2019;7;0;2019;467;201907
2019;8;0;2019;262;201908
2019;9;0;2019;121;201909
2019;10;0;2019;87;201910
