"","Size","Predict_Gumbel_05","Predict_Gumbel_075","Predict_Gumbel_095","Predict_Gumbel_1","Predict_Gumbel_12","LLK","Predict_Logit_05","Predict_Logit_075","Predict_Logit_095","Predict_Logit_1","Predict_Logit_12","Predict_True_05","Predict_True_075","Predict_True_095","Predict_True_1","Predict_True_12"
"1",2.56648352845534,0.968850592201386,0.658802358225054,0.343343503353468,0.282934358301387,0.121919341399053,0.00703233530584039,0.179441202732401,0.069441627633327,NA,NA,NA,0.983803142992646,0.709696829787004,0.375447982321268,0.30903589469154,0.131133503300832
"2",0.102361575609314,0.0511962521450004,0.013780361136026,0.00477024268703242,0.00365686249876169,0.00126162214357239,0.068390586895366,0.133749763933983,0.0658040300408252,NA,NA,NA,0.041479925462302,0.0125652024787315,0.00479495241119072,0.00376692099366323,0.00143352674049001
"3",-1.12855011624535,0.00321182491567173,0.000793491847097872,0.00025910168419041,0.000195856004646222,6.3940674589702e-05,0.194929799772264,0.0818282675865098,NA,NA,NA,NA,7.25087169246168e-13,2.16896349110299e-13,8.24934204580248e-14,6.47784668838994e-14,2.4627330725695e-14
"4",0.193469058322104,0.105037671667542,0.0340373469442055,0.0138177769658386,0.0110295660285639,0.00447753154862743,0.00809368048678356,NA,NA,NA,NA,NA,0.0891005663533508,0.0265934760769352,0.0101085051193649,0.00793715142692431,0.00301699889821237
"5",-0.956875765992611,0.0414283134245406,0.01215463318688,0.00452014149706148,0.00352819523006668,0.00130849484584002,0.0516500723039878,0.116189218879219,0.0863405861090169,NA,NA,NA,0.0367350936423669,0.0111087813786159,0.00423724173610714,0.00332858258369356,0.0012665414764429
"6",-0.432648607553189,0.010428641230378,0.00328401210782675,0.00130045844826814,0.00103149703564068,0.000408179888193866,0.000977917191275816,0.0638389750008678,NA,NA,NA,NA,0.00820188380305237,0.00245503858288296,0.000933899248742002,0.000733366745980808,0.000278824013481206
"7",-1.37631396772762,0.00183567689037178,0.000548644972470758,0.000208707267280173,0.000163904313824959,6.2342579512098e-05,0.0788502485752189,0.0610436155351121,NA,NA,NA,NA,0.00643225193435521,0.00192413627961344,0.000731822469434883,0.000574668600387793,0.000218476632963602
"8",-2.0378387339382,1.10539623287487e-11,2.41578492965877e-12,7.15586273175762e-13,5.27912124259556e-13,1.5637168066506e-13,0.0552953683313934,0.126942269636066,0.100450759877361,NA,NA,NA,0.00144669471491632,0.000432001046772101,0.000164230144216071,0.000128954948940385,4.90190948821967e-05
"9",-1.39282768552691,0.00252814708194616,0.00058598456103918,0.000181845414963508,0.000135720181280258,4.21107451885641e-05,0.135453830432113,NA,NA,NA,NA,NA,0.00653424187189281,0.0019547158854398,0.000743460134801211,0.000583807888581225,0.000221951824143109
"10",-0.0786959709172772,0.155461580832358,0.0563432496365901,0.0243481749752696,0.0197060698828065,0.00842368510506028,0.0109297607904975,0.0957180896767961,NA,NA,NA,NA,0.145654862709026,0.0459047145967007,0.0177042596320251,0.0139280008127313,0.00531727889098389
"11",2.24110164836856,0.810308306994663,0.457122298456486,0.238488680660978,0.199530006332948,0.0942629746969064,0.00171520334067062,0.120599785123622,0.0782081029301298,NA,NA,NA,0.371513248241116,0.129438839191151,0.051325833108271,0.0405276952519605,0.0156028622305252
"12",-1.15440212836618,0.00532395714020659,0.00116609441261681,0.000345608626773576,0.000254989494940476,7.55497800284196e-05,0.18040223327527,0.133375530007286,0.0575848032876883,NA,NA,NA,0.0152384806654242,1.10207897511565e-10,4.19159956564929e-11,3.29147939491901e-11,1.25134717653573e-11
"13",-0.693142463055956,0.00487064105621748,0.00141445356799613,0.000525478441839161,0.000410224556947466,0.000152349699724018,0.158280196221971,0.0510474755225201,NA,NA,NA,NA,0.00580526373657688,0.00173619633344668,0.000660303244499373,0.00051850365796468,0.000197120500332543
"14",0.659358043973903,0.00779485898204102,0.00242703907699304,0.0009529621236114,0.00075429007485106,0.0002960167437559,0.0414111302152607,0.0893686311984159,0.0596903033705082,NA,NA,NA,1.69444682953091e-12,5.06862273495838e-13,1.92777807525656e-13,1.51379961594702e-13,5.7551290710808e-14
"15",-0.553602028387895,0.00706004451588511,0.00207449516804695,0.00077769067491029,0.00060848050759931,0.000228003308303277,0.10729502585574,0.0937894337755208,NA,NA,NA,NA,0.00869232301979378,0.00260229710093033,0.000989962476647848,0.000777396490684316,0.000295568095862212
"16",-0.914573177339587,0.012514610135483,0.00389773653333298,0.00152944066932451,0.00121032760189853,0.000474532595448661,0.0347022721028687,0.105057372271185,0.0790661631005746,NA,NA,NA,0.0101098296440703,0.00302819616038088,0.00115213597349124,0.000904763777571177,0.000344007146776332
"17",-1.11677689838405,0.00666395046317685,0.00179162171261593,0.000625547092740056,0.000480818756669429,0.000167806581839018,0.0485707219484638,0.077950169060211,0.0512573810259477,NA,NA,NA,0.00780542566796643,0.00233604954313657,0.000888603683264938,0.000697794006903544,0.000265296502880793
"18",1.22885984587028,0.00586575369144366,0.00161811808098589,0.000576824332346022,0.000445680589164555,0.000158815348085983,0.00999475114668398,0.0777719876258114,NA,NA,NA,NA,0.0072289203809811,0.00216306102378855,0.000822755957154261,0.000646081084586142,0.000245631585431794
"19",-1.0814890035134,0.0225082402001829,0.00782499979317421,0.00334800194780722,0.00270711051856188,6.61982186789403e-11,0.237972334137013,NA,NA,NA,NA,NA,0.0142739056877562,0.00428177610405128,0.00162972015018599,0.00127987282866914,6.62899492416521e-11
"20",-0.212695186049959,0.0198200059631274,0.00537055663707597,0.00188178424001267,0.00144747697340469,0.000506530102930954,0.150409291744696,0.0649369994363143,0.0649369994363143,NA,NA,NA,0.0258075749035939,0.0077735436934142,0.00296197795372818,0.00232647314715334,0.000884957467852712
"21",1.49482072164587,0.0278472501166974,0.00707282473589723,0.00234856284712859,0.00178225513044776,0.000590753463773992,0.00879150596112271,0.144404559045007,0.0858372708405257,NA,NA,NA,0.0373264062288607,0.0112900185085349,0.00430661647058329,0.00338310559009983,0.00128730965042431
"22",-2.57763527372808,0.00173478072097756,0.000506232695874846,0.00018892506049972,0.000147661107815333,5.51006271721321e-05,0.00651895897627199,NA,NA,NA,NA,NA,0.00240308966347457,0.000717835475798655,0.000272917749500499,0.000214299930623887,8.14630905859193e-05
"23",-0.126802626816716,0.00572364908690275,0.00168997900296947,0.000636116914130938,0.000498220281319929,0.000187457493359089,0.101331346383923,0.0547098122847396,NA,NA,NA,NA,0.00583938352355971,0.00174642083508068,0.00066419381397679,0.000521558940589214,0.000198282213546936
"24",-1.77226835931354,1.50014779634056e-05,3.8265315177588e-06,1.28274669108919e-06,9.7605599580497e-07,3.27197465010976e-07,0.000294746677937799,0.0622999056575593,0.0622999056575593,NA,NA,NA,3.8699232018935e-05,1.15503630645497e-05,4.39043048683363e-06,3.44734532109481e-06,1.31037369988096e-06
"25",0.465974984473527,0.0210969159865584,0.00547545315003363,0.0018523751182192,0.00141237336765351,0.000477137467017018,0.0646341217464887,NA,NA,NA,NA,NA,0.0293767703282246,0.00886000340155487,0.00337710407610207,0.00265265122323481,0.00100913361413063
